sku,nombre,regular,tecnico,cananea,mayoreo_menos,mayoreo_mas,notas
7503033971406,ELECTROVALVULA SAMSUNG 2 ENTRADA 5 SALIDAS DC9715459G,389.77,,389.77,,389.77,un_solo_precio_distinto
1323,ELECTROVALVULA SENCILLA ROJA COPACABANA WH ORG W10718167,160.00,150.00,90.17,150.00,90.17,
1324,ELECTROVALVULA SENCILLA ROJA MABE ORG.,185.00,145.00,,135.00,125.00,sin_decimal_para_cananea
629,ELECTROVALVULA SM DAEWOO 2ENT. 3SAL.,320.00,270.00,,270.00,0.00,sin_decimal_para_cananea
10055,ELECTROVALVULA UNIVERSAL WH,95.01,,95.01,,95.01,un_solo_precio_distinto
1321,ELECTROVALVULA VERDE MABE ORG 189D5366P003,550.00,400.00,275.21,340.00,275.21,
W10435242,ELECTROVALVULA WH CUADRUPLE W10435242,2500.00,2090.00,,2500.00,2090.00,sin_decimal_para_cananea
108,EMBRAGUE CAMBIADOR TRANS. MB 233D2193P001,100.00,85.00,50.91,70.00,50.91,
560,"EMBRAGUE CLUTCH PLASTICO SIRVE WH,MY LAV DIGITAL",22.30,,22.30,,22.30,un_solo_precio_distinto
2161,EMBRAGUE NEUTRAL WH. GEN.,60.00,45.00,20.59,30.00,20.59,
63341,EMBRAGUE NEUTRAL WHO,52.17,,52.17,,52.17,un_solo_precio_distinto
W11177741,EMPAQUE INTERIOR LAVAVAJILLAS W11177741,580.00,,,,580.00,un_solo_precio_distinto;sin_decimal_para_cananea
21,ENGRANE COPLE FIJO MABE METAL,90.00,65.00,,60.00,55.00,sin_decimal_para_cananea
1922,ENGRANE COPLE MABE ORG. 22C2415P001,100.00,84.62,84.62,100.00,84.62,
1974,ENGRANE DE PLASTICO CON PIÑON WH ACOP. 285362,890.00,718.30,718.30,890.00,718.30,
W11221296,ENGRANE LECTOR DE GIRO TRANS. WH. W11221296,250.00,200.00,118.90,170.00,118.90,
803,ENGRANE SIRVE COPLE MABE,11.30,,11.30,,11.30,un_solo_precio_distinto
873,ENGRANE TIPO HELIX TRANS. MAYTAG,70.00,60.00,32.89,50.00,32.89,
115,ENGRANE TRANS. MB AM,20.00,15.00,,15.00,0.00,sin_decimal_para_cananea
1542,ENGRANE TRANSMISION LAV MAYTAG,80.00,75.00,,80.00,75.00,sin_decimal_para_cananea
285620,ESPACIADOR AGITADOR WH O. PLANO,73.50,,73.50,,73.50,un_solo_precio_distinto
1149,ESPREA CONVERSION LP WW G,90.00,80.01,80.01,72.00,68.00,
1841,FILTRO ATRAPAPELUSA LARGOLAV. SAMSUNG,60.12,,60.12,,60.12,un_solo_precio_distinto
5304516871,FILTRO ATRAPAPELUSA WW ORG 5304516871,840.00,789.99,789.99,789.99,730.00,
1036,FLECHA AGITADOR MABE OLIM. ORG,370.01,370.00,370.01,370.00,0.00,
309882,FLECHA AGITADOR NEGRA OLIMPIA,64.56,,64.56,,64.56,un_solo_precio_distinto
w10435302,FLECHA CUBIERTA WH CAB. OR.,2600.00,2400.01,2400.01,2300.00,2200.00,
1252,FLECHA INFERIOR MABE OLIMPIA,220.00,200.00,,185.00,170.00,sin_decimal_para_cananea
821,FLECHA LARGA WH DIG COMPLETA,330.10,,330.10,,330.10,un_solo_precio_distinto
178,FLECHA TRANS. ACS 750 REC.,100.00,85.00,,85.00,0.00,sin_decimal_para_cananea
177,FLECHA TRANS. ACS CORTA,130.00,105.00,,105.00,0.00,sin_decimal_para_cananea
175,FLECHA TRANS. MB 2 ASTREADOS,110.00,85.00,,85.00,0.00,sin_decimal_para_cananea
174,FLECHA TRANS. MBAM,120.00,90.00,60.76,80.00,60.76,
176,FLECHA TRANS. MBAQ,140.00,100.00,,100.00,0.00,sin_decimal_para_cananea
173,FLECHA TRANS. MBK CHICA,130.00,105.00,,105.00,0.00,sin_decimal_para_cananea
68,FLECHA TRANS. WH ACOP. GEN.,600.00,560.00,,480.00,336.00,sin_decimal_para_cananea
389231,FLECHA TRANSMISION WH ACOPLADA ORG.,850.00,800.00,625.45,750.00,625.45,
508,FLOTADOR AGIT. MABE AMZ,300.00,250.00,150.66,215.00,150.66,
FOLAMB004,FONDO CANASTA AMAZ. 189D3533P001,1590.00,1400.00,,1400.00,1200.00,sin_decimal_para_cananea
1455,FONDO CANASTA CENTRO DE LAVADO MABE 189D3971P001,865.00,800.00,,800.00,750.00,sin_decimal_para_cananea
1432,FONDO CANASTA LAV MBAMZ. FLOT.,1300.00,1250.00,855.68,1200.00,855.68,
189D5393P001,FONDO CANASTA MABE AQUA SAVER 189D5393P001,1500.00,998.94,998.94,1500.00,998.94,
1829,FONDO CANASTA MABE ORG 189D3971P001,1220.00,1070.00,,930.00,100.00,sin_decimal_para_cananea
8294,FONDO CANASTA MB KRAK.,477.00,420.00,,420.00,0.00,sin_decimal_para_cananea
2047,FONDO CANASTA SAMSUNG DC60‑00101A,760.00,670.00,404.25,580.00,404.25,
1678,"FUELLE LAV LG FRONTAL 18"" MDS56540502",1800.00,1670.01,1670.01,1600.00,1540.00,
mds63916504,FUELLE LAV LG FRONTAL MDS63916504,1550.00,0.00,,1550.00,0.00,sin_decimal_para_cananea
1712,FUELLE LAV WH ORG W10237499,4000.00,0.00,,4000.00,0.00,sin_decimal_para_cananea
W10290499,FUELLE LAV. FRONTAL WH ORG. W10290499,1850.00,1640.00,985.86,1415.00,985.86,
W11106747,FUELLE LAV. FRONTAL WH. W11106747,4060.00,,,,4060.00,un_solo_precio_distinto;sin_decimal_para_cananea
W11314648,FUELLE LAV. FRONTAL WHIRPOOL W11314648,2200.00,,,,2200.00,un_solo_precio_distinto;sin_decimal_para_cananea
2025,FUELLE LAV.SAMSUNG DC97‑18094B GEN,1290.00,1135.00,685.24,985.00,685.24,
1690,FUELLE LAV.WH FUELLE AP6017515,4000.00,0.00,,4000.00,0.00,sin_decimal_para_cananea
8182119,FUELLE LAVADORA WH 8182119,1900.00,,,,1900.00,un_solo_precio_distinto;sin_decimal_para_cananea
4986ER0004F,FUELLE PUERTA LAV. FRONTAL LG ORG. 4986ER0004F,1890.00,1500.00,795.58,1200.00,795.58,
1504,FUNDA CENTRO DE LAV. REFORZADA,1420.00,1250.00,875.46,1080.00,875.46,
1428,FUNDA LAVADORA DE VINIL CERRADA,78.70,,78.70,,78.70,un_solo_precio_distinto
2214,FUNDA LAVADORA REFORZADA AFELPADA,730.00,680.00,414.13,640.00,414.13,
wp3390719,FUSIBLE CORTO WHO WP3390719,140.00,120.00,,115.00,110.00,sin_decimal_para_cananea
2237,GANCHO PUERTA LAV. LG. MFG63099101,500.00,450.00,318.64,400.00,318.64,
1543,IMPULSOR AZUL SAMSUNG 40CM 11D DC‑66‑00694A,500.00,410.00,,380.00,0.00,sin_decimal_para_cananea
2203,IMPULSOR AZUL SAMSUNG 43CM DC66‑00704A,600.00,490.00,292.33,420.00,292.33,
1988,IMPULSOR DAEWOO 41CM 11 DIENTES DWF‑M610,360.00,320.00,181.24,275.00,181.24,
1873,IMPULSOR LAV LG 38CM GEN,380.00,335.00,200.10,290.00,200.10,
1987,IMPULSOR LG 33.3 CM GRIS 3 PROPELAS GEN,290.00,240.00,137.65,200.00,137.65,
285811,KIT AGITADOR ANTIGUO WH ORG. 285811,270.00,210.00,92.97,160.00,92.97,
980,KIT AGITADOR PORTA PERROS WH GEN. 285811,150.00,120.00,35.35,85.00,35.35,
134509510,KIT BALERO Y SELLOS 134509510,1700.00,,,,1700.00,un_solo_precio_distinto;sin_decimal_para_cananea
2083,KIT EMBRAGUE REPUESTO TRANS. WH. ACOPL. GEN.,110.00,90.00,61.82,85.00,61.82,
W10734521,KIT EMBRAGUE WH DIGITAL W10734521,750.00,660.00,400.73,575.00,400.73,
1885,KIT FLECHA CUBIERTA W10435302 8545956 CABRIO GEN,894.86,,894.86,,894.86,un_solo_precio_distinto
2273,KIT NEUTRAL WH. GEN. 388253A,460.00,455.00,,460.00,455.00,sin_decimal_para_cananea
388253A,KIT NEUTRAL WHO,990.00,,,,990.00,un_solo_precio_distinto;sin_decimal_para_cananea
8537434,KIT PERROS AGITADOR ALTO ORG. 8537434,650.00,575.00,,500.00,347.00,sin_decimal_para_cananea
1978,KIT POSTE ENSAMBLE WH ACO. COMPLETO C/CLUCTH GEN,1200.00,1030.00,,900.00,670.00,sin_decimal_para_cananea
393,KIT RELAY C/PATA PUNTO ROJO,62.75,,62.75,,62.75,un_solo_precio_distinto
5304490556,KIT REPARACION TRANS. ELECTROLUX ORG 5304490556,2500.00,2200.00,1816.30,2200.00,1816.30,
12002022,KIT SELLO MAYTAG NEPTUNO ORG 12002022,2040.00,,,,2040.00,un_solo_precio_distinto;sin_decimal_para_cananea
2223,KIT SELLO TINA MY .GEN. W10219156,2120.00,1870.00,1126.66,1500.00,1126.66,
131525500,KIT SELLO Y BALEROS CL ELECTROLUX 131525500,1200.00,1050.00,,990.00,900.00,sin_decimal_para_cananea
2019,KIT SOPORTE ANTIDERRAPANTE CONICO P/ LAV Y SEC,190.00,120.00,,100.00,64.00,sin_decimal_para_cananea
2017,KIT SOPORTE ANTIDERRAPANTE CUADRADO P/ LAV Y SEC,180.00,110.00,,90.00,57.00,sin_decimal_para_cananea
2018,KIT SOPORTE ANTIDERRAPANTE REDONDO P/ LAV Y SEC,200.00,130.00,,110.00,75.00,sin_decimal_para_cananea
2268,"KIT TRANSMISION FLECHA CORTA WH. DIG. ORG. CON ENGRANE, SELLO Y BALEROS",1500.00,,,,1500.00,un_solo_precio_distinto;sin_decimal_para_cananea
279962,LATERALES TABLERO LAV. SEC. WH. 279962,450.00,380.00,225.70,325.00,225.70,
1373,LBS ‑ ELECTROVALVULA SAMSUNG 2 BOBINAS DC6200311D,420.00,350.00,208.29,300.00,208.29,
3500,LEVA CLUTCH GEN.,35.00,14.17,14.17,35.00,14.17,
64194,LEVA CLUTCH WH O.,53.00,50.00,,50.00,0.00,sin_decimal_para_cananea
1180,LEVA FLECHA TRANSMISION WH ACOP. ORG.,181.23,,181.23,,181.23,un_solo_precio_distinto
1433,LEVA PLASTICO CLUTCH WH DIG. ORG.,110.00,95.00,80.01,85.00,80.01,
21108,LIMPIADOR TINA LAVADORA AZUL BT,55.00,0.00,,55.00,0.00,sin_decimal_para_cananea
W910010082,LINING CLUTCH WH OR 285790,320.00,280.00,167.14,240.00,167.14,
190,LLAVE MULTIMARCAS KIT TUERCA TINA,500.00,470.00,359.60,420.00,359.60,
2187,LLAVE PARA LAVADORA WHIRPOOL Y AMAZONAS,420.00,350.00,164.38,290.00,164.38,
894,LLAVE TUERCA TINA WHIRLPOOL,380.00,340.00,257.26,300.00,257.26,
2085,MANGUERA BOQUILLA LAV. MABE CON MEZCLADOR 8102198,310.00,,,,310.00,un_solo_precio_distinto;sin_decimal_para_cananea
2234,MANGUERA CON CODO LAV. LG. AEM73272903,350.00,320.00,193.91,280.00,193.91,
1335,MANGUERA DE DESAGUE MABE AMZ. CON CINCHO,90.00,0.00,,90.00,0.00,sin_decimal_para_cananea
1024,MANGUERA DE DESAGUE MABE OLIMP,33.49,,33.49,,33.49,un_solo_precio_distinto
1176,MANGUERA DE DRENADO MABE KR. ORG,170.53,,170.53,,170.53,un_solo_precio_distinto
46,MANGUERA DE LLENADO 1.5M,140.00,120.00,70.71,100.00,70.71,
833,MANGUERA DE LLENADO 2MTS.,125.00,110.00,,110.00,100.00,sin_decimal_para_cananea
831,MANGUERA DE LLENADO 3MTS.,190.00,175.00,109.63,150.00,109.63,
3,MANGUERA DE LLENADO LAV WHIRPOOL UNIVERSAL,170.00,85.00,,85.00,0.00,sin_decimal_para_cananea
1675,MANGUERA DESAGUE DAEWOO P/LAV. BURBUJAS,100.00,75.00,46.40,46.40,0.00,
134592700,MANGUERA DESAGUE ELECTROLUX 134592700,116.94,,116.94,,116.94,un_solo_precio_distinto
502,MANGUERA DESAGUE GEN WHIRPOOL,67.00,,,,67.00,un_solo_precio_distinto;sin_decimal_para_cananea
2312,MANGUERA DESAGUE GRIS P/ LAV SAMSUNG,150.00,110.00,26.86,80.00,26.86,
2258,MANGUERA DESAGUE LAV. MAKE KRAKEN CL. ORG. 228C2378G002,320.00,290.00,179.05,250.00,179.05,
1561,MANGUERA DESAGUE MB KRAKEN GEN,160.00,140.00,82.84,120.00,82.84,
2314,MANGUERA DESAGUE NEGRA LAV. SAMSUNG/DAEWOO,160.00,135.00,37.21,100.00,37.21,
w10096921,MANGUERA DESAGUE SOLA WH ORG. W10096921,463.25,,463.25,,463.25,un_solo_precio_distinto
247,MANGUERA DESAGUE UNIVERSAL 4 ENTRADAS NEGRA,45.00,,,,45.00,un_solo_precio_distinto;sin_decimal_para_cananea
748,MANGUERA DESAGUE WH DIG ORG.,99.88,,99.88,,99.88,un_solo_precio_distinto
798,MANGUERA DESAGUE WH ORG.,310.00,270.00,164.06,235.00,164.06,
2106,MANGUERA ENTRADA AGUA MABE 323B2198P004,110.85,,110.85,,110.85,un_solo_precio_distinto
w10358149,MANGUERA INTERNA DRENADO WH ORG. W10358149,430.00,375.00,226.56,325.00,226.56,
2222,MANGUERA LAV. P/ PRESOSTATO METRO,30.00,,,,30.00,un_solo_precio_distinto;sin_decimal_para_cananea
1684,MANGUERA LLENADO 1.5M PLASTICO CON ROSCA,80.00,69.99,,64.99,60.00,varios_con_decimales
1685,MANGUERA LLENADO 3M PLASTICO CON ROSCA,95.00,80.01,,75.01,69.99,varios_con_decimales
