SKU,Nombre,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json
622,CAPACITOR DE TRABAJO 70MFD,172.41,172.41,146.55,0,120.69,112.07,"{""regular"":172.41,""tecnico"":146.55,""cananea"":0,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
35,CAPACITOR DE TRABAJO CUAD. 2MDF,34.48,34.48,25.86,5.89,0,0,"{""regular"":34.48,""tecnico"":25.86,""cananea"":5.89,""mayoreo_menos"":0,""mayoreo_mas"":0}"
36,CAPACITOR DE TRABAJO CUAD. 3.5MDF,34.48,34.48,25.86,7.77,0,0,"{""regular"":34.48,""tecnico"":25.86,""cananea"":7.77,""mayoreo_menos"":0,""mayoreo_mas"":0}"
37,CAPACITOR DE TRABAJO CUAD. 4MDF,51.72,51.72,38.79,9.55,30.17,21.55,"{""regular"":51.72,""tecnico"":38.79,""cananea"":9.55,""mayoreo_menos"":30.17,""mayoreo_mas"":21.55}"
39,CAPACITOR DE TRABAJO CUAD. 6MDF,39.66,39.66,30.17,10.25,0,0,"{""regular"":39.66,""tecnico"":30.17,""cananea"":10.25,""mayoreo_menos"":0,""mayoreo_mas"":0}"
854,CAPACITOR DE TRABAJO CUADRADO 3 UF,25.86,25.86,25.86,8.28,0,0,"{""regular"":25.86,""tecnico"":25.86,""cananea"":8.28,""mayoreo_menos"":0,""mayoreo_mas"":0}"
298,CAPACITOR DE TRABAJO REDONDO 10 UF 370V,68.97,68.97,51.72,19.54,43.1,42.24,"{""regular"":68.97,""tecnico"":51.72,""cananea"":19.54,""mayoreo_menos"":43.1,""mayoreo_mas"":42.24}"
2138,CAPACITOR DE TRABAJO REDONDO 12.5 UF,34.48,34.48,30.17,0,0,0,"{""regular"":34.48,""tecnico"":30.17,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
318,CAPACITOR TRABAJO 30UF 440V,129.31,129.31,112.07,53.83,103.45,94.83,"{""regular"":129.31,""tecnico"":112.07,""cananea"":53.83,""mayoreo_menos"":103.45,""mayoreo_mas"":94.83}"
322,CAPACITOR TRABAJO 40+5UF 370V,159.48,159.48,150,55.65,133.62,0,"{""regular"":159.48,""tecnico"":150,""cananea"":55.65,""mayoreo_menos"":133.62,""mayoreo_mas"":0}"
855,CAPACITOR TRABAJO 50UF 440V,163.79,163.79,137.93,49.56,125,112.07,"{""regular"":163.79,""tecnico"":137.93,""cananea"":49.56,""mayoreo_menos"":125,""mayoreo_mas"":112.07}"
2040,CENTRO DE CARGA 50A TIPO SD,129.31,129.31,120.69,73.51,112.07,103.45,"{""regular"":129.31,""tecnico"":120.69,""cananea"":73.51,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
301,CINTA MOMIA AISLANTE,51.72,51.72,38.79,13.87,38.79,34.48,"{""regular"":51.72,""tecnico"":38.79,""cananea"":13.87,""mayoreo_menos"":38.79,""mayoreo_mas"":34.48}"
325,CINTA MOMIA COLDTEK,43.1,43.1,34.48,16.81,32.55,30.17,"{""regular"":43.1,""tecnico"":34.48,""cananea"":16.81,""mayoreo_menos"":32.55,""mayoreo_mas"":30.17}"
1072,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134 1/2HP,129.31,129.31,1.72,0,1.72,1.72,"{""regular"":129.31,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1728,CONTACTOR 2 POLOS 40 AMP 220V,215.52,215.52,189.66,94.5,176.72,163.79,"{""regular"":215.52,""tecnico"":189.66,""cananea"":94.5,""mayoreo_menos"":176.72,""mayoreo_mas"":163.79}"
130,CONTACTOR 3P 24V 50 AMP.,456.9,456.9,396.55,187.95,0,0,"{""regular"":456.9,""tecnico"":396.55,""cananea"":187.95,""mayoreo_menos"":0,""mayoreo_mas"":0}"
224,CONTACTOR DOS POLOS 30A 110V,181.03,181.03,155.17,57,129.31,116.38,"{""regular"":181.03,""tecnico"":155.17,""cananea"":57,""mayoreo_menos"":129.31,""mayoreo_mas"":116.38}"
123,CONTROL REMOTO LG OR. P/AC,362.07,362.07,301.72,0,0,0,"{""regular"":362.07,""tecnico"":301.72,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2005,CONTROL UNIVERSAL PARA MINISPLIT,270,270,206.9,123.9,189.66,181.03,"{""regular"":270,""tecnico"":206.9,""cananea"":123.9,""mayoreo_menos"":189.66,""mayoreo_mas"":181.03}"
2,CORTA TUBO 4-28MM,379.31,379.31,129.31,0,0,0,"{""regular"":379.31,""tecnico"":129.31,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
73152108,EMBOBINADO DE MOTOR ELECTRICO DE 3/4 HP PARA PUERTA ELECTRICA,120.69,120.69,103.45,58.8,94.83,86.21,"{""regular"":120.69,""tecnico"":103.45,""cananea"":58.8,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
1916,EXPANSOR DE TUBO 1/4-3/4 ALTA CALIDAD,344.83,344.83,310.34,215.83,288.79,267.24,"{""regular"":344.83,""tecnico"":310.34,""cananea"":215.83,""mayoreo_menos"":288.79,""mayoreo_mas"":267.24}"
305,FIBRA DE VIDRIO METRO,77.59,77.59,77.59,64.66,77.59,77.59,"{""regular"":77.59,""tecnico"":77.59,""cananea"":64.66,""mayoreo_menos"":77.59,""mayoreo_mas"":77.59}"
1417,FILTRO DESHIDRATADOR 10 GRS.,38.79,38.79,38.79,23.5,34.48,30.17,"{""regular"":38.79,""tecnico"":38.79,""cananea"":23.5,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
961,FILTRO DESHIDRATADOR 15GR,43.1,43.1,34.48,20.69,30.17,30.17,"{""regular"":43.1,""tecnico"":34.48,""cananea"":20.69,""mayoreo_menos"":30.17,""mayoreo_mas"":30.17}"
1390,FILTRO DESHIDRATADOR 25G. C/COLILLA,51.72,51.72,38.79,16.81,0,0,"{""regular"":51.72,""tecnico"":38.79,""cananea"":16.81,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1797,FILTRO DESHIDRATADOR CON COLILLA 10GRS.,38.79,38.79,34.48,13.66,30.17,0,"{""regular"":38.79,""tecnico"":34.48,""cananea"":13.66,""mayoreo_menos"":30.17,""mayoreo_mas"":0}"
1300,FILTRO DESHIDRATADOR DE 25GRS.,34.48,34.48,34.48,26.19,30.17,0,"{""regular"":34.48,""tecnico"":34.48,""cananea"":26.19,""mayoreo_menos"":30.17,""mayoreo_mas"":0}"
4030212,FILTRO DESHIDRATADOR DE PIEDRA 3/8 SIKELAN,146.55,146.55,116.38,0,116.38,0,"{""regular"":146.55,""tecnico"":116.38,""cananea"":0,""mayoreo_menos"":116.38,""mayoreo_mas"":0}"
2202,JUEGO FLARE EN CAJA WK-806AM-L,431.03,431.03,422.41,344.83,405.17,379.31,"{""regular"":431.03,""tecnico"":422.41,""cananea"":344.83,""mayoreo_menos"":405.17,""mayoreo_mas"":379.31}"
292,KIT INSTALACION PARA MINISPLIT 3/8-5/8,181.03,181.03,163.79,112.07,120.69,120.69,"{""regular"":181.03,""tecnico"":163.79,""cananea"":112.07,""mayoreo_menos"":120.69,""mayoreo_mas"":120.69}"
1005,LIMPIADOR DE SERPENTIN LATA SPAY 562ML,172.41,172.41,120.69,81.28,0,0,"{""regular"":172.41,""tecnico"":120.69,""cananea"":81.28,""mayoreo_menos"":0,""mayoreo_mas"":0}"
269,MANGUERA DE DESAGUE P/MINISPLIT,25.86,25.86,25.86,0,25.86,0,"{""regular"":25.86,""tecnico"":25.86,""cananea"":0,""mayoreo_menos"":25.86,""mayoreo_mas"":0}"
836,MANGUERA DESAGUE MINISPLIT 78 CM,818.97,818.97,719.83,434.71,672.41,625,"{""regular"":818.97,""tecnico"":719.83,""cananea"":434.71,""mayoreo_menos"":672.41,""mayoreo_mas"":625}"
1787,METRO DE COBRE FLEXIBLE 3/4,181.03,181.03,155.17,137.93,146.55,137.93,"{""regular"":181.03,""tecnico"":155.17,""cananea"":137.93,""mayoreo_menos"":146.55,""mayoreo_mas"":137.93}"
2022,"MINISPLIT MARCA MIDEA MODELO: MAS12H1AGO, FRIO/CALOR, 110VOLTS 1 TON.",1.72,1.72,1.72,0,1.72,1.72,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
185,MOTOR CONDENSADOR MINISPLIT ROT. DER. 73W,775.86,775.86,650.86,0,0,0,"{""regular"":775.86,""tecnico"":650.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
186,MOTOR CONDENSADOR MINISPLIT ROT. IZQ. 73W,775.86,775.86,650.86,0,0,0,"{""regular"":775.86,""tecnico"":650.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2293,MOTOR DE AIRE LAVADO PARA EVAPORADOR 1/8HP,0.86,0.86,0.86,660.46,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":660.46,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
237,MOTOR EVAP. MINISPLIT GAL4P19BKND,517.24,517.24,344.83,0,0.86,0,"{""regular"":517.24,""tecnico"":344.83,""cananea"":0,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
848,NIPLE UNION FLARE 1/2,51.72,51.72,43.1,22.38,0,0,"{""regular"":51.72,""tecnico"":43.1,""cananea"":22.38,""mayoreo_menos"":0,""mayoreo_mas"":0}"
849,NIPLE UNION FLARE 1/4,21.55,21.55,12.93,5.95,10,0,"{""regular"":21.55,""tecnico"":12.93,""cananea"":5.95,""mayoreo_menos"":10,""mayoreo_mas"":0}"
851,NIPLE UNION FLARE 3/8,43.1,43.1,21.55,13.26,0,0,"{""regular"":43.1,""tecnico"":21.55,""cananea"":13.26,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2205,PEINE DE ALETADO PLASTICO,241.37,241.37,0,61.97,0,0,"{""regular"":241.37,""tecnico"":0,""cananea"":61.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
903,PERFIL ARPON NEGRO METRO,51.72,51.72,34.48,0,34.48,0,"{""regular"":51.72,""tecnico"":34.48,""cananea"":0,""mayoreo_menos"":34.48,""mayoreo_mas"":0}"
900,PLASTILINA PARA RECUBRIR,25.86,25.86,25.86,0,0,0,"{""regular"":25.86,""tecnico"":25.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
932,RELAY P/TARJETA 12V 240V DC1550,112.07,112.07,86.21,13.87,0,0,"{""regular"":112.07,""tecnico"":86.21,""cananea"":13.87,""mayoreo_menos"":0,""mayoreo_mas"":0}"
192,RELAY P/TARJETA MS SFK-11DM,150.86,150.86,86.21,60.34,0,0,"{""regular"":150.86,""tecnico"":86.21,""cananea"":60.34,""mayoreo_menos"":0,""mayoreo_mas"":0}"
57,RETARDADOR DE TIEMPO 2S-10M.,853.45,853.45,129.31,0,86.21,0,"{""regular"":853.45,""tecnico"":129.31,""cananea"":0,""mayoreo_menos"":86.21,""mayoreo_mas"":0}"
1061,SENSOR DE AMBIENTE MIRAGE MAGNUM 19 10K,137.93,137.93,99.14,0,86.21,0,"{""regular"":137.93,""tecnico"":99.14,""cananea"":0,""mayoreo_menos"":86.21,""mayoreo_mas"":0}"
1060,SENSOR DE POZO EVAP. MIRAGE MAGNUM19 12K,137.93,137.93,99.14,0,0,0,"{""regular"":137.93,""tecnico"":99.14,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
40,SENSOR METALICO DE POZO 5KOHMS,43.1,43.1,21.55,0,0,0,"{""regular"":43.1,""tecnico"":21.55,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2039,SERVICIO PREVENTIVO A EQUIPO DE AC 5 TON MARCA YORK,77.59,77.59,68.97,42.38,64.66,7.76,"{""regular"":77.59,""tecnico"":68.97,""cananea"":42.38,""mayoreo_menos"":64.66,""mayoreo_mas"":7.76}"
824,SOPORTE DE ACERO PARA CONDENSADOR,362.07,362.07,310.34,243.6,0,0,"{""regular"":362.07,""tecnico"":310.34,""cananea"":243.6,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1892,TARJETA ELECTRONICA PARA REFRIGERADOR TIPO VITRINAMARCA IMBERA,1.72,1.72,1.72,1.72,1.72,1.72,"{""regular"":1.72,""tecnico"":1.72,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
191009,TARJETA UNIVERSAL P/MS,431.03,431.03,362.07,301.72,340.52,340.52,"{""regular"":431.03,""tecnico"":362.07,""cananea"":301.72,""mayoreo_menos"":340.52,""mayoreo_mas"":340.52}"
1993,TRANSFORMADOR DE 120/240/280V A 24V,254.31,254.31,215.52,131.25,198.28,0,"{""regular"":254.31,""tecnico"":215.52,""cananea"":131.25,""mayoreo_menos"":198.28,""mayoreo_mas"":0}"
252,TUERCA P/REFRIGERACION REF 3/8,34.48,34.48,27.59,8.1,24.14,18.97,"{""regular"":34.48,""tecnico"":27.59,""cananea"":8.1,""mayoreo_menos"":24.14,""mayoreo_mas"":18.97}"
2007,UNICANAL DE 4,21.55,21.55,21.55,7.44,17.24,17.24,"{""regular"":21.55,""tecnico"":21.55,""cananea"":7.44,""mayoreo_menos"":17.24,""mayoreo_mas"":17.24}"
966,VALVULA DE LIQUIDO 3/8 2 VIAS,163.79,163.79,133.62,10.73,0,0,"{""regular"":163.79,""tecnico"":133.62,""cananea"":10.73,""mayoreo_menos"":0,""mayoreo_mas"":0}"
967,VALVULA DE SERVICIO 1/4 DOS VIAS,137.93,137.93,112.07,45.16,0,0,"{""regular"":137.93,""tecnico"":112.07,""cananea"":45.16,""mayoreo_menos"":0,""mayoreo_mas"":0}"
968,VALVULA DE SERVICIO 3/8 3 VIAS,844.83,844.83,844.83,0,844.83,844.83,"{""regular"":844.83,""tecnico"":844.83,""cananea"":0,""mayoreo_menos"":844.83,""mayoreo_mas"":844.83}"
2206,ADAPTADOR PARA PIGTAIL 1/4,30.17,30.17,21.55,8.79,17.24,12.93,"{""regular"":30.17,""tecnico"":21.55,""cananea"":8.79,""mayoreo_menos"":17.24,""mayoreo_mas"":12.93}"
1178,BOILER DE PASO UNITED APPLIANCES,0.86,0.86,0.86,0,0,0,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2097,ELIMINADOR DE BATERIAS BOILER DE PASO,146.55,146.55,116.38,68.26,107.76,99.14,"{""regular"":146.55,""tecnico"":116.38,""cananea"":68.26,""mayoreo_menos"":107.76,""mayoreo_mas"":99.14}"
1153,MICROSWITCH BOILER DE PASO UNIV. 3CABLES,68.97,68.97,51.72,315.09,43.1,0,"{""regular"":68.97,""tecnico"":51.72,""cananea"":315.09,""mayoreo_menos"":43.1,""mayoreo_mas"":0}"
1140,PORTA PILAS BOILER UNIV,103.45,103.45,86.21,42.84,68.97,0,"{""regular"":103.45,""tecnico"":86.21,""cananea"":42.84,""mayoreo_menos"":68.97,""mayoreo_mas"":0}"
2026,RESISTENCIA BOILER 1500W RHEEM 1.03.03.207,413.79,413.79,413.79,0,0,0,"{""regular"":413.79,""tecnico"":413.79,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1158,SENSOR DE FLUJO PLANO BOILER DE PASO ORG.,258.62,258.62,215.52,30.45,0,0,"{""regular"":258.62,""tecnico"":215.52,""cananea"":30.45,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1594,TERMOPAR 24 TIPO EITAR 18817,0.86,0.86,0.86,624.23,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":624.23,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1597,TERMOSTATO BOILER IUSA ENTRADA 1/2 495066,706.9,706.9,629.31,0,586.21,543.1,"{""regular"":706.9,""tecnico"":629.31,""cananea"":0,""mayoreo_menos"":586.21,""mayoreo_mas"":543.1}"
2207,TUERCA IZQUIERA 7/8 PARA PIG TAIL,4.31,4.31,4.31,2.59,4.31,4.31,"{""regular"":4.31,""tecnico"":4.31,""cananea"":2.59,""mayoreo_menos"":4.31,""mayoreo_mas"":4.31}"
310,BOMBA PARA COOLER 220V CLEAN MACHINE,603.45,603.45,0,0,0,0,"{""regular"":603.45,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
5461032,CARACOL 6500,0.86,0.86,0,0,0,0,"{""regular"":0.86,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1843,BUJIA CON ARNES 5PZS 295D1528G004,275.86,275.86,245.69,148.09,228.45,211.21,"{""regular"":275.86,""tecnico"":245.69,""cananea"":148.09,""mayoreo_menos"":228.45,""mayoreo_mas"":211.21}"
1847,BUJIA CON ARNES 6PZS 295D1528G002,275.86,275.86,245.69,148.09,228.45,211.21,"{""regular"":275.86,""tecnico"":245.69,""cananea"":148.09,""mayoreo_menos"":228.45,""mayoreo_mas"":211.21}"
1845,BUJIA CON CABLE W10127479,140,140,94.83,53.09,86.21,77.59,"{""regular"":140,""tecnico"":94.83,""cananea"":53.09,""mayoreo_menos"":86.21,""mayoreo_mas"":77.59}"
1844,BUJIA S/MABE 80 CMS,86.21,86.21,60.34,20.69,51.72,47.41,"{""regular"":86.21,""tecnico"":60.34,""cananea"":20.69,""mayoreo_menos"":51.72,""mayoreo_mas"":47.41}"
1846,BUJIA S/WH 80 CMS,86.21,86.21,60.34,20.69,51.72,47.41,"{""regular"":86.21,""tecnico"":60.34,""cananea"":20.69,""mayoreo_menos"":51.72,""mayoreo_mas"":47.41}"
1923,CLIP PARA BUJA WH ORG.,12.93,12.93,8.62,4.36,8.62,8.62,"{""regular"":12.93,""tecnico"":8.62,""cananea"":4.36,""mayoreo_menos"":8.62,""mayoreo_mas"":8.62}"
1967,ESPREA ESTUFA TEKA,51.72,51.72,38.79,14.19,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":14.19,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
2209,FILTRO CAMPANA NEGRO CARBON ACTIVADO 36X80CM,103.45,103.45,81.9,45.04,73.28,64.66,"{""regular"":103.45,""tecnico"":81.9,""cananea"":45.04,""mayoreo_menos"":73.28,""mayoreo_mas"":64.66}"
2211,FILTRO CAMPANA UNIVERSAL BLANCO 36X80CM,103.45,103.45,86.21,40.97,73.28,60.34,"{""regular"":103.45,""tecnico"":86.21,""cananea"":40.97,""mayoreo_menos"":73.28,""mayoreo_mas"":60.34}"
2212,FILTRO CAMPANA UNIVERSAL BLANCO Y NEGRO 30X50CM,129.31,129.31,107.76,55.97,94.83,81.9,"{""regular"":129.31,""tecnico"":107.76,""cananea"":55.97,""mayoreo_menos"":94.83,""mayoreo_mas"":81.9}"
1911,IGNITOR HORNO/ESTUFA LG ORG.,310.34,310.34,275.86,232.76,258.62,250,"{""regular"":310.34,""tecnico"":275.86,""cananea"":232.76,""mayoreo_menos"":258.62,""mayoreo_mas"":250}"
2015,MODULO 7 SALIDAS ESTUFA,258.62,258.62,228.45,139.78,215.52,202.59,"{""regular"":258.62,""tecnico"":228.45,""cananea"":139.78,""mayoreo_menos"":215.52,""mayoreo_mas"":202.59}"
2266,PERILLA ESTUFA MABE 295D1091P003 / WS01L14402,301.72,301.72,250,151.06,232.76,215.52,"{""regular"":301.72,""tecnico"":250,""cananea"":151.06,""mayoreo_menos"":232.76,""mayoreo_mas"":215.52}"
1909,PERILLA ESTUFA TIPO PLACA MABE WS01L18850 259C1632G001,387.93,387.93,336.21,220,310.34,284.48,"{""regular"":387.93,""tecnico"":336.21,""cananea"":220,""mayoreo_menos"":310.34,""mayoreo_mas"":284.48}"
1954,PERILLA RECTANGULAR CROM S/MCA 12541009,116.38,116.38,103.45,57.65,90.52,81.9,"{""regular"":116.38,""tecnico"":103.45,""cananea"":57.65,""mayoreo_menos"":90.52,""mayoreo_mas"":81.9}"
2051,QUEMADOR ESTUFA MABE 222D8773P001 ORG.,163.79,163.79,125,75.15,116.38,107.76,"{""regular"":163.79,""tecnico"":125,""cananea"":75.15,""mayoreo_menos"":116.38,""mayoreo_mas"":107.76}"
2229,TAPA QUEMADOR ESTUFA MABE 223C3327G004,60.34,60.34,47.41,26.83,43.1,38.79,"{""regular"":60.34,""tecnico"":47.41,""cananea"":26.83,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
2050,TAPA QUEMADOR MABE 223C7303P001 ORG.,103.45,103.45,73.28,39.21,64.66,56.03,"{""regular"":103.45,""tecnico"":73.28,""cananea"":39.21,""mayoreo_menos"":64.66,""mayoreo_mas"":56.03}"
1563,VALVULA CONTROL DE GAS AMARILLA 3/8 X 1/2,534.48,534.48,137.93,0,0,0,"{""regular"":534.48,""tecnico"":137.93,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1953,VALVULA MINI C/ROSCA QUEMADOR 223C4585P001,129.31,129.31,107.76,63.53,99.14,90.52,"{""regular"":129.31,""tecnico"":107.76,""cananea"":63.53,""mayoreo_menos"":99.14,""mayoreo_mas"":90.52}"
1719,VALVULA PARA QUEMADOR 3 Y 4 223C5208P018,172.41,172.41,159.48,100.4,150.86,137.93,"{""regular"":172.41,""tecnico"":159.48,""cananea"":100.4,""mayoreo_menos"":150.86,""mayoreo_mas"":137.93}"
1591,VÁLVULA QUEMADOR ESTUFA MABE WS01F03720 223C4585P001,146.55,146.55,120.69,0,107.76,99.14,"{""regular"":146.55,""tecnico"":120.69,""cananea"":0,""mayoreo_menos"":107.76,""mayoreo_mas"":99.14}"
2101,AGENTE DE LIMPIEZA FLUSH 800G ERKA,327.59,327.59,327.59,236.26,327.59,327.59,"{""regular"":327.59,""tecnico"":327.59,""cananea"":236.26,""mayoreo_menos"":327.59,""mayoreo_mas"":327.59}"
1097,BOMBA COMPLETA SAMSUNG DAEWOO ORG.,448.28,448.28,1.72,0.86,0.86,0.86,"{""regular"":448.28,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2079,GAS REFRIGERANTE 134 ERKA,172.41,172.41,159.48,131.26,155.17,133.62,"{""regular"":172.41,""tecnico"":159.48,""cananea"":131.26,""mayoreo_menos"":155.17,""mayoreo_mas"":133.62}"
293,GAS REFRIGERANTE 134A 1 KG,250,250,146.55,270,146.55,0,"{""regular"":250,""tecnico"":146.55,""cananea"":270,""mayoreo_menos"":146.55,""mayoreo_mas"":0}"
1351,GAS REFRIGERANTE 290,181.03,181.03,172.41,108,155.17,146.55,"{""regular"":181.03,""tecnico"":172.41,""cananea"":108,""mayoreo_menos"":155.17,""mayoreo_mas"":146.55}"
2213,GAS REFRIGERANTE 290 BOYA 5KG,250,250,0,340,0,0,"{""regular"":250,""tecnico"":0,""cananea"":340,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2102,GAS REFRIGERANTE 410 650G CON LLAVE ERKA,211.21,211.21,193.97,126.01,181.03,163.79,"{""regular"":211.21,""tecnico"":193.97,""cananea"":126.01,""mayoreo_menos"":181.03,""mayoreo_mas"":163.79}"
988,GAS REFRIGERANTE 410 A MINA 11.6 KG,206.9,206.9,181.03,145.95,0,0,"{""regular"":206.9,""tecnico"":181.03,""cananea"":145.95,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2099,GAS REFRIGERANTE 600 150G ERKA,181.03,181.03,146.55,84.01,133.62,120.69,"{""regular"":181.03,""tecnico"":146.55,""cananea"":84.01,""mayoreo_menos"":133.62,""mayoreo_mas"":120.69}"
2100,GAS REFRIGERANTE 600 420G ERKA,219.83,219.83,202.59,131.26,185.34,163.79,"{""regular"":219.83,""tecnico"":202.59,""cananea"":131.26,""mayoreo_menos"":185.34,""mayoreo_mas"":163.79}"
835,GAS REFRIGERANTE 600 AQUION,172.41,172.41,155.17,71,146.55,146.55,"{""regular"":172.41,""tecnico"":155.17,""cananea"":71,""mayoreo_menos"":146.55,""mayoreo_mas"":146.55}"
2238,GAS REFRIGERANTE R22 6.8KG,340,340,0.86,330,0,0,"{""regular"":340,""tecnico"":0.86,""cananea"":330,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2321,GAS REFRIGERANTE R32 680GR ERKA,344.83,344.83,301.72,180.03,280.17,258.62,"{""regular"":344.83,""tecnico"":301.72,""cananea"":180.03,""mayoreo_menos"":280.17,""mayoreo_mas"":258.62}"
1790,GAS REFRIGERANTE R32 AQUION,250,250,250,142.13,250,250,"{""regular"":250,""tecnico"":250,""cananea"":142.13,""mayoreo_menos"":250,""mayoreo_mas"":250}"
2322,GAS REFRIGERANTE R410 650G ERKA,258.62,258.62,232.76,162.76,219.83,202.59,"{""regular"":258.62,""tecnico"":232.76,""cananea"":162.76,""mayoreo_menos"":219.83,""mayoreo_mas"":202.59}"
1234,GAS TANQUE NEGRO TURNER,232.76,232.76,232.76,110.26,206.9,189.66,"{""regular"":232.76,""tecnico"":232.76,""cananea"":110.26,""mayoreo_menos"":206.9,""mayoreo_mas"":189.66}"
2320,KIT GAS REFRIGERANTE 134 340G CON VALVULA AUTOMOTRIZ,500,500,439.66,211.06,405.17,379.31,"{""regular"":500,""tecnico"":439.66,""cananea"":211.06,""mayoreo_menos"":405.17,""mayoreo_mas"":379.31}"
1867,REEMPLAZO DE TERMINALES Y PROTECCION TERMICA A REFRIGERADOR TIPO VITRINA (1867),0.86,0.86,0,440,0,0,"{""regular"":0.86,""tecnico"":0,""cananea"":440,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2240,TANQUE DE GAS NEGRO CB,224.14,224.14,198.28,89.26,181.03,163.79,"{""regular"":224.14,""tecnico"":198.28,""cananea"":89.26,""mayoreo_menos"":181.03,""mayoreo_mas"":163.79}"
11600,DESCUENTO,0.86,0.86,0,0,0,0,"{""regular"":0.86,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1130,TARJETA CONTROL TERMOSTATO LG ORG.,120.69,120.69,86.21,73.53,86.21,86.21,"{""regular"":120.69,""tecnico"":86.21,""cananea"":73.53,""mayoreo_menos"":86.21,""mayoreo_mas"":86.21}"
890,ACTUADOR MBK GRIS 277B2263G001,689.66,689.66,603.45,487.87,560.34,508.62,"{""regular"":689.66,""tecnico"":603.45,""cananea"":487.87,""mayoreo_menos"":560.34,""mayoreo_mas"":508.62}"
1051,ACTUADOR SIRVE SAMSUNG DAEWOO,258.62,258.62,198.28,114.91,185.34,172.41,"{""regular"":258.62,""tecnico"":198.28,""cananea"":114.91,""mayoreo_menos"":185.34,""mayoreo_mas"":172.41}"
1430,ACTUADOR TAPA CON MAGNETO LAV WP NVA GENERICO(P),150.86,150.86,129.31,51.72,120.69,112.07,"{""regular"":150.86,""tecnico"":129.31,""cananea"":51.72,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
1345,AGITADOR 1 PIEZA ORG WH 63235 SERVE VARIOS MODELOS,818.97,818.97,767.24,577.09,715.52,0.86,"{""regular"":818.97,""tecnico"":767.24,""cananea"":577.09,""mayoreo_menos"":715.52,""mayoreo_mas"":0.86}"
1453,AGITADOR DISCO LAV MABE KRAKEN WW01F01702 / 233D2195P001 SIN RODILLOS,254.31,254.31,224.14,130.59,211.21,193.97,"{""regular"":254.31,""tecnico"":224.14,""cananea"":130.59,""mayoreo_menos"":211.21,""mayoreo_mas"":193.97}"
1341,AGITADOR IMPULSOR LG 40 CM C/PROPELAS,387.93,387.93,336.21,101.81,327.59,293.1,"{""regular"":387.93,""tecnico"":336.21,""cananea"":101.81,""mayoreo_menos"":327.59,""mayoreo_mas"":293.1}"
