SKU,Nombre,Existencia,Categoria,Archivo_origen,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json 
037103572837,CINTA PVC IGNIRETARDANTE 15M GB,90,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,51.72,51.72,43.1,16.81,34.48,30.17,"{""regular"":51.72,""tecnico"":43.1,""cananea"":16.81,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
037103572899,"CINTA ESPUMA 30"" GB",1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,129.31,129.31,120.69,73.51,112.07,103.45,"{""regular"":129.31,""tecnico"":120.69,""cananea"":73.51,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
037103574893,TARJETA UNIVERSAL INVERTER A/C CONTROL REMOTO 220V 12000 BTU GB,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,2.59,2.59,1.72,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
037103574923,TARJETA UNIVERSAL INVERTER A/C CONTROL REMOTO 220V 24000 BTU GB,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,2.59,2.59,1.72,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
037103575692,ESPUMA POLIURETANO 300 ML T E,13,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,120.69,120.69,103.45,58.8,94.83,86.21,"{""regular"":120.69,""tecnico"":103.45,""cananea"":58.8,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
037103575784,CINTA PVC IGNIRETARDANTE 25M GB,98,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,51.72,51.72,34.48,18.91,30.17,25.86,"{""regular"":51.72,""tecnico"":34.48,""cananea"":18.91,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
037103575814,"MANOMETRO CON MIRILLA R134/R404/R410/R507, C/MANGUERA 36"" GB",0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,818.97,818.97,719.83,434.71,672.41,625.0,"{""regular"":818.97,""tecnico"":719.83,""cananea"":434.71,""mayoreo_menos"":672.41,""mayoreo_mas"":625.0}"
037103576002,UNIMANIFOLD C/MIRILLA AZUL P/ 134/404/410 GB,13,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,344.83,344.83,275.86,162.76,254.31,232.76,"{""regular"":344.83,""tecnico"":275.86,""cananea"":162.76,""mayoreo_menos"":254.31,""mayoreo_mas"":232.76}"
06259817495880,PROTECTOR DE VOLTAJE MINISPLIT 220V-20A 35000BTU,5,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1005,LIMPIADOR DE SERPENTIN LATA SPAY 562ML,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,185.34,185.34,172.41,0.0,172.41,120.69,"{""regular"":185.34,""tecnico"":172.41,""cananea"":0.0,""mayoreo_menos"":172.41,""mayoreo_mas"":120.69}"
1009,ASPA CONDENSADOR MINISPLIT,-2,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1060,SENSOR DE POZO EVAP. MIRAGE MAGNUM19 12K,17,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1061,SENSOR DE AMBIENTE MIRAGE MAGNUM 19 10K,19,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1072,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134 1/2HP,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
114,CAPACITOR REDONDO DE TRABAJO 6UF,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1182,MINISPLIT 1 TON. FRIO/CALOR 220V NEX MIRAGE,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
123,CONTROL REMOTO LG OR. P/AC,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
128,CONTACTOR 3P 110V 50 AMP.,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
129,CONTACTOR 3P 240 V 50 AMP,-3,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
130,CONTACTOR 3P 24V 50 AMP.,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1300,FILTRO DESHIDRATADOR DE 25GRS.,313,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,34.48,34.48,30.17,17.09,26.19,0.0,"{""regular"":34.48,""tecnico"":30.17,""cananea"":17.09,""mayoreo_menos"":26.19,""mayoreo_mas"":0.0}"
1360,INSTERFASE DE COMUNICACION MIRAGE WIFI,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1365,CAPACITOR DE TRABAJO 15UF 440V ALUMINIO,-27,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,77.59,77.59,68.97,30.45,56.03,43.1,"{""regular"":77.59,""tecnico"":68.97,""cananea"":30.45,""mayoreo_menos"":56.03,""mayoreo_mas"":43.1}"
1366,CAPACITOR DE TRABAJO 20UF 440V ALUMINIO,17,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,77.59,77.59,68.97,28.26,60.34,42.74,"{""regular"":77.59,""tecnico"":68.97,""cananea"":28.26,""mayoreo_menos"":60.34,""mayoreo_mas"":42.74}"
1390,FILTRO DESHIDRATADOR 25G. C/COLILLA,-4,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,43.1,43.1,30.0,16.81,0.0,0.0,"{""regular"":43.1,""tecnico"":30.0,""cananea"":16.81,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1400,CAPACITOR DE ARRANQUE 340 A 408MDF A 220 VAC,-5,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1401,CAPACITOR DE ARRANQUE 400 A 480 MDF A 220 VAC,30,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,146.55,146.55,137.93,51.98,129.31,120.69,"{""regular"":146.55,""tecnico"":137.93,""cananea"":51.98,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
1411,"KIT INSTALACION MINI SPLIT 1/4,1/2 1 TON. COBRE",0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1417,FILTRO DESHIDRATADOR 10 GRS.,-127,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,38.79,38.79,38.79,23.5,34.48,30.17,"{""regular"":38.79,""tecnico"":38.79,""cananea"":23.5,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
1495,CAPACITOR DE ARRANQUE 145-175 UF A 110 VAC,15,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1670,ACEITE MINERAL VSC 32 (SUS 150) 5LTS,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1671,ACEITE MINERAL VSC 46 (SUS 200) 1LT,-2,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1672,ACEITE MINERAL VSC 68 (SUS 300) 1LT,-2,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1673,ACEITE MINERAL VSC 68 (SUS 300) 4LTS,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1674,ACEITE POLIESTER (POE) VSC 68 1 LT,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1728,CONTACTOR 2 POLOS 40 AMP 220V,3,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,94.5,94.5,0.0,68.26,0.0,0.0,"{""regular"":94.5,""tecnico"":0.0,""cananea"":68.26,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1735,TARJETA ELECTRONICA PARA REFRIGERADOR TIPO VITRINA MARCA IMBERA,-5,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1770,CAPACITOR PARA VENT. 2+5UF 250V,19,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1771,CAPACITOR PARA VENT 2+6UF 250V,20,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1772,CAPACITOR PARA VENT. 5+5UF 250V,56,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1787,METRO DE COBRE FLEXIBLE 3/4,-17.5,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,181.03,181.03,155.17,137.93,146.55,137.93,"{""regular"":181.03,""tecnico"":155.17,""cananea"":137.93,""mayoreo_menos"":146.55,""mayoreo_mas"":137.93}"
179,"KIT INSTALACION MINISPLIT 1/4,3/8 COBRE",0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1797,FILTRO DESHIDRATADOR CON COLILLA 10GRS.,47,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,34.48,34.48,30.17,13.66,15.03,0.0,"{""regular"":34.48,""tecnico"":30.17,""cananea"":13.66,""mayoreo_menos"":15.03,""mayoreo_mas"":0.0}"
183,KIT INSTALACION ALUMINIO 1/4-3/8,36,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1842,SERVICIO PREVENTIDO A EQUIPO DE AC A CENTRAL MARCA RHEEM,-3,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
185,MOTOR CONDENSADOR MINISPLIT ROT. DER. 73W,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
186,MOTOR CONDENSADOR MINISPLIT ROT. IZQ. 73W,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,818.97,818.97,767.24,0.0,650.86,0.0,"{""regular"":818.97,""tecnico"":767.24,""cananea"":0.0,""mayoreo_menos"":650.86,""mayoreo_mas"":0.0}"
1860,BISAGRA PARA CUARTO FRIO CON MECANISMO AJUSTABLE A PAÑO 250MMX138MM MOD YL-1460,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1861,SERVICIO PREVENTIVO A EQUIPO DE AC 4 TON MARCA YORK,-5,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1892,TARJETA ELECTRONICA PARA REFRIGERADOR TIPO VITRINAMARCA IMBERA,-5,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,689.66,689.66,689.66,0.0,689.66,689.66,"{""regular"":689.66,""tecnico"":689.66,""cananea"":0.0,""mayoreo_menos"":689.66,""mayoreo_mas"":689.66}"
1893,SERVICIO PREVENTIDO A MINISPLIT MIRAGE V32 INVERTER,-7,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
191009,TARJETA UNIVERSAL P/MS,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,387.93,387.93,301.72,310.34,0.0,0.0,"{""regular"":387.93,""tecnico"":301.72,""cananea"":310.34,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1916,"EXPANSOR DE TUBO 1/4-3/4"" ALTA CALIDAD",0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
192,RELAY P/TARJETA MS SFK-11DM,122,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1993,TRANSFORMADOR DE 120/240/280V A 24V,8,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,362.07,362.07,323.28,217.35,301.72,275.86,"{""regular"":362.07,""tecnico"":323.28,""cananea"":217.35,""mayoreo_menos"":301.72,""mayoreo_mas"":275.86}"
2,CORTA TUBO 4-28MM,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2005,CONTROL UNIVERSAL PARA MINISPLIT,97,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2007,"UNICANAL DE 4""",-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
202,CAPACITOR DE TRABAJO 35+6 MF 440V,-11,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2020,SERVICIO PREVENTIVO A A MINISPLIT MIRAGE LIFE,-7,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2022,"MINISPLIT MARCA MIDEA MODELO: MAS12H1AGO, FRIO/CALOR, 110VOLTS 1 TON.",-11,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2039,SERVICIO PREVENTIVO A EQUIPO DE AC 5 TON MARCA YORK,-6,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2040,CENTRO DE CARGA 50A TIPO SD,-2,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2042,SERVICIO PREVENTIDO A MINISPLIT MIRAGE 2 TON,-11,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2043,TRAMO DE TUBO CONDUIT DE 3/4,-3,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2049,CAPACITOR DE TRABAJO 30+6UF 440V,23,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,146.55,146.55,129.31,48.95,120.69,103.45,"{""regular"":146.55,""tecnico"":129.31,""cananea"":48.95,""mayoreo_menos"":120.69,""mayoreo_mas"":103.45}"
211,MOTOR LAV DIR. WH ORG,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2138,CAPACITOR DE TRABAJO REDONDO 12.5 UF,32,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,73.28,73.28,51.72,20.7,43.1,34.48,"{""regular"":73.28,""tecnico"":51.72,""cananea"":20.7,""mayoreo_menos"":43.1,""mayoreo_mas"":34.48}"
2140,ADAPTADOR R410 P/MANOMETRO 1/4 A 5/16,23,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,86.21,86.21,51.72,18.91,43.1,34.48,"{""regular"":86.21,""tecnico"":51.72,""cananea"":18.91,""mayoreo_menos"":43.1,""mayoreo_mas"":34.48}"
2202,JUEGO FLARE EN CAJA WK-806AM-L,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2205,PEINE DE ALETADO PLASTICO,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,146.55,146.55,112.07,61.97,99.14,86.21,"{""regular"":146.55,""tecnico"":112.07,""cananea"":61.97,""mayoreo_menos"":99.14,""mayoreo_mas"":86.21}"
2219,CAPACITOR DE TRABAJO 5 UF REDONDO,-23,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,68.97,68.97,51.72,18.38,47.41,38.79,"{""regular"":68.97,""tecnico"":51.72,""cananea"":18.38,""mayoreo_menos"":47.41,""mayoreo_mas"":38.79}"
224,CONTACTOR DOS POLOS 30A 110V,-8,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,181.03,181.03,155.17,81.91,129.31,116.38,"{""regular"":181.03,""tecnico"":155.17,""cananea"":81.91,""mayoreo_menos"":129.31,""mayoreo_mas"":116.38}"
2244,CAPACITOR 5 UF SOLDABLE,100,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,43.1,43.1,30.17,10.89,30.17,25.86,"{""regular"":43.1,""tecnico"":30.17,""cananea"":10.89,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
2245,CAPACITOR 1 UF SOLDABLE,99,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,38.79,38.79,25.86,7.09,25.86,21.55,"{""regular"":38.79,""tecnico"":25.86,""cananea"":7.09,""mayoreo_menos"":25.86,""mayoreo_mas"":21.55}"
2274,CAPACITOR DE ARRANQUE 161-193 UF 110V,30,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2293,MOTOR DE AIRE LAVADO PARA EVAPORADOR 1/8HP,1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.86,0.86,0.86,660.46,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":660.46,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2318,ADAPTADOR R410 P/MANOMETRO MACHO GB,100,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,103.45,103.45,86.21,50.41,77.59,68.97,"{""regular"":103.45,""tecnico"":86.21,""cananea"":50.41,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
234,KIT INSTALACION MS 1/4-5/8 COBRE,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
235,MOTOR EVAP MINISPLIT MYDK234D6,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
236,MOTOR EVAP. MINISPLIT YFK144GL56,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
237,MOTOR EVAP. MINISPLIT GAL4P19BKND,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.86,0.86,0.86,0.0,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.0,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
238,MOTOR EVAP. MINISPLIT YDK304C,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
246,CABLE SEÑAL 4MTS. 4X14AWG,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
250,TURECA P/REFRIGERACION REFORZADA 7/8,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
251,TUERCA P/ REFRIGERACION REFORZADA 5/8,-6,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
252,TUERCA P/REFRIGERACION REF 3/8,98,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,27.59,27.59,25.86,8.1,24.14,21.55,"{""regular"":27.59,""tecnico"":25.86,""cananea"":8.1,""mayoreo_menos"":24.14,""mayoreo_mas"":21.55}"
253,TUERCA P/REFRIGERACION REF. 5/16,-1,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
258,CABLE SEÑAL 3X14AWG 4 MTS.,0,AIRE ACONDICIONADO,AIRE ACONDICIONADO.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
