sku,nombre,regular_con_IVA,tecnico_con_IVA,cananea_con_IVA,mayoreo_menos_con_IVA,mayoreo_mas_con_IVA,regular_sin_IVA,tecnico_sin_IVA,cananea_sin_IVA,mayoreo_menos_sin_IVA,mayoreo_mas_sin_IVA,nombre_normalizado
2102,GAS REFRIGERANTE 410 650G CON LLAVE ERKA,270,245,190,225,210,232.76,211.21,163.79,193.97,181.03,GAS REFRIGERANTE 410 650G CON LLAVE ERKA
988,GAS REFRIGERANTE 410 A MINA 11.6 KG,2500,2200,1950,2200,2100,2155.17,1896.55,1681.03,1896.55,1810.34,GAS REFRIGERANTE 410 A MINA 11.6 KG
7502218490862,GAS REFRIGERANTE 410A LATA,285,245,169.3,230,220,245.69,211.21,145.95,198.28,189.66,GAS REFRIGERANTE 410A LATA
2099,GAS REFRIGERANTE 600 150G ERKA,210,170,140,155,145,181.03,146.55,120.69,133.62,125,GAS REFRIGERANTE 600 150G ERKA
2100,GAS REFRIGERANTE 600 420G ERKA,290,255,190,235,215,250,219.83,163.79,202.59,185.34,GAS REFRIGERANTE 600 420G ERKA
835,GAS REFRIGERANTE 600 AQUION,200,170,69.09,140,120,172.41,146.55,59.56,120.69,103.45,GAS REFRIGERANTE 600 AQUION
D15170904,GAS REFRIGERANTE R 22 MINA 13.62KG,4200,3960,2760.8,3860,3800,3620.69,3413.79,2380,3327.59,3275.86,GAS REFRIGERANTE R 22 MINA 13.62KG
7502218490732,GAS REFRIGERANTE R134 340GR.,150,130,82.36,110,100,129.31,112.07,71,94.83,86.21,GAS REFRIGERANTE R134 340GR.
7502218490046,GAS REFRIGERANTE R22 1KG GEN,380,325,238.72,315,300,327.59,280.17,205.79,271.55,258.62,GAS REFRIGERANTE R22 1KG GEN
2238,GAS REFRIGERANTE R22 6.8KG GENETRON,2300,2180,1613.85,2050,1980,1982.76,1879.31,1391.25,1767.24,1706.9,GAS REFRIGERANTE R22 6.8KG GENETRON
686114000701,GAS REFRIGERANTE R22 AQUION 1KG,394.4,382.8,,0,0,340,330,,0,0,GAS REFRIGERANTE R22 AQUION 1KG
2321,GAS REFRIGERANTE R32 680GR ERKA,400,350,208.83,325,300,344.83,301.72,180.03,280.17,258.62,GAS REFRIGERANTE R32 680GR ERKA
1790,GAS REFRIGERANTE R32 AQUION,290,290,164.87,240,220,250,250,142.13,206.9,189.66,GAS REFRIGERANTE R32 AQUION
2322,GAS REFRIGERANTE R410 650G ERKA,300,270,188.8,255,235,258.62,232.76,162.76,219.83,202.59,GAS REFRIGERANTE R410 650G ERKA
1234,GAS TANQUE NEGRO TURNER,300,250,140.07,240,230,258.62,215.52,120.75,206.9,198.28,GAS TANQUE NEGRO TURNER
2320,KIT GAS REFRIGERANTE 134 340G CON VALVULA AUTOMOTRIZ,570,500,304.5,470,430,491.38,431.03,262.5,405.17,370.69,KIT GAS REFRIGERANTE 134 340G CON VALVULA AUTOMOTRIZ
7503036024000,LIQUIDO DE LIMPIEZA BELNET AEROSOL,540,475,287.85,445,410,465.52,409.48,248.15,383.62,353.45,LIQUIDO DE LIMPIEZA BELNET AEROSOL
D10363114,REFRIGERANTE 410A 11.35 KG DUPONT,1950,0,,0,0,1681.03,0,,0,0,REFRIGERANTE 410A 11.35 KG DUPONT
2240,TANQUE DE GAS NEGRO CB,260,230,103.54,210,190,224.14,198.28,89.26,181.03,163.79,TANQUE DE GAS NEGRO CB
11600,DESCUENTO,2,1,0,0,0,1.72,0.86,0,0,0,DESCUENTO
1130,TARJETA CONTROL TERMOSTATO LG ORG.,44396,260,0.01,235,109.09,38272.41,224.14,0.01,202.59,94.04,TARJETA CONTROL TERMOSTATO LG ORG.
731299181872,ACEITE TEXAS 150 HFC 8OZ,125,0,,0,0,107.76,0,,0,0,ACEITE TEXAS 150 HFC 8OZ
7503015058576,ACEITE TRANSMISION 140 ECO.,45,35,,0,0,38.79,30.17,,0,0,ACEITE TRANSMISION 140 ECO.
7501390500499,ACEITE TRANSMISION 140 ROSHFRANS,150,110,0,110,85.29,129.31,94.83,0,94.83,73.53,ACEITE TRANSMISION 140 ROSHFRANS
7501390500529,ACEITE TRANSMISION 90 ROSHFRANS,140,100,72.95,100,100,120.69,86.21,62.89,86.21,86.21,ACEITE TRANSMISION 90 ROSHFRANS
7503015058545,ACEITE TRANSMISION SAE 90 ECO.,45,35,,0,0,38.79,30.17,,0,0,ACEITE TRANSMISION SAE 90 ECO.
890,ACTUADOR MBK GRIS 277B2263G001,160,130,76.58,120,110,137.93,112.07,66.02,103.45,94.83,ACTUADOR MBK GRIS 277B2263G001
W10006355,ACTUADOR NEGRO 7 PIN WH. ORG C/ ADAPTADOR,650,650,650,650,650,560.34,560.34,560.34,560.34,560.34,ACTUADOR NEGRO 7 PIN WH. ORG C/ ADAPTADOR
W11198451,ACTUADOR ROJO 7 TERM. WH. ORG W11198451,720,630,380.02,585,540,620.69,543.1,327.6,504.31,465.52,ACTUADOR ROJO 7 TERM. WH. ORG W11198451
EAU64283201,ACTUADOR SELENOIDE LG. ORG. EAU64283201,900,790,478.6,740,690,775.86,681.03,412.59,637.93,594.83,ACTUADOR SELENOIDE LG. ORG. EAU64283201
1067,ACTUADOR SELENOIDE MABE NIAGARA ORG.,300,250,,230,205,258.62,215.52,,198.28,176.72,ACTUADOR SELENOIDE MABE NIAGARA ORG.
1051,ACTUADOR SIRVE SAMSUNG DAEWOO,300,230,133.3,214.99,200,258.62,198.28,114.91,185.34,172.41,ACTUADOR SIRVE SAMSUNG DAEWOO
1430,ACTUADOR TAPA CON MAGNETO LAV WP NVA GENERICO(P),175,150,,140,130,150.86,129.31,,120.69,112.07,ACTUADOR TAPA CON MAGNETO LAV WP NVA GENERICO(P)
W11091026,ACTUADOR TAPA WH ORG. W11091026,150,115,47.88,100,85,129.31,99.14,41.28,86.21,73.28,ACTUADOR TAPA WH ORG. W11091026
1345,AGITADOR 1 PIEZA ORG WH 63235 SERVE VARIOS MODELOS,1300,1200,1030,1120,1050,1120.69,1034.48,887.93,965.52,905.17,AGITADOR 1 PIEZA ORG WH 63235 SERVE VARIOS MODELOS
AGZ72909711,AGITADOR CROMADO LG KENMORE AGZ72909711,1820,1600,971.25,1500,1400,1568.97,1379.31,837.28,1293.1,1206.9,AGITADOR CROMADO LG KENMORE AGZ72909711
1456,AGITADOR DISCO LAV EASY MABE 18-19KG ORIGINAL 233D1974P001,450,390,230.36,370.01,340,387.93,336.21,198.59,318.97,293.1,AGITADOR DISCO LAV EASY MABE 18-19KG ORIGINAL 233D1974P001
1453,AGITADOR DISCO LAV MABE KRAKEN WW01F01702 / 233D2195P001 SIN RODILLOS,420,350,151.48,330,295,362.07,301.72,130.59,284.48,254.31,AGITADOR DISCO LAV MABE KRAKEN WW01F01702 / 233D2195P001 SIN RODILLOS
1341,AGITADOR IMPULSOR LG 40 CM C/PROPELAS,450,400,172.98,380,340,387.93,344.83,149.12,327.59,293.1,AGITADOR IMPULSOR LG 40 CM C/PROPELAS
W11550891,AGITADOR LAV. MAYTAG WHIRPOOL W11550891,1900,1760,1149.4,1700,1650,1637.93,1517.24,990.86,1465.52,1422.41,AGITADOR LAV. MAYTAG WHIRPOOL W11550891
1362,AGITADOR LAVADORA DAEWOO 41CM,480,0,,0,0,413.79,0,,0,0,AGITADOR LAVADORA DAEWOO 41CM
1295,AGITADOR MABE AMZ RECTO,800,750,,690,620,689.66,646.55,,594.83,534.48,AGITADOR MABE AMZ RECTO
1289,AGITADOR MABE CENTR. LAV BLANCO Y GRIS 233D1726G001,650,580,384.2,530,490,560.34,500,331.21,456.9,422.41,AGITADOR MABE CENTR. LAV BLANCO Y GRIS 233D1726G001
1903,AGITADOR MABE INFUSOR KRAKEN 16/18K 233D2195P001,580,460,270.28,420,380,500,396.55,233,362.07,327.59,AGITADOR MABE INFUSOR KRAKEN 16/18K 233D2195P001
1314,AGITADOR MABE KRAKEN 233D2243P001,400,340,,290,220.01,344.83,293.1,,250,189.66,AGITADOR MABE KRAKEN 233D2243P001
1905,AGITADOR MABE KRAKEN LUJO 233D2041P001,550,485,252.69,450,420,474.14,418.1,217.84,387.93,362.07,AGITADOR MABE KRAKEN LUJO 233D2041P001
1531,AGITADOR MABE OLIMPIA WW01L00727,600,600,,499.99,400,517.24,517.24,,431.03,344.83,AGITADOR MABE OLIMPIA WW01L00727
1865,AGITADOR PLANO LG ORG .5845EA1003B,1500,,,,,1293.1,,,,,AGITADOR PLANO LG ORG .5845EA1003B
1018,AGITADOR PLANO MABE KR 277B2277P001,450,315,,0,0,387.93,271.55,,0,0,AGITADOR PLANO MABE KR 277B2277P001
2029,AGITADOR SAMSUNG DAEWOO 35CM 3619709200,440,385,231.43,360,335,379.31,331.9,199.51,310.34,288.79,AGITADOR SAMSUNG DAEWOO 35CM 3619709200
2028,AGITADOR SAMSUNG DAEWOO 41CM 0003600,450,395,340,370,340,387.93,340.52,293.1,318.97,293.1,AGITADOR SAMSUNG DAEWOO 41CM 0003600
2027,AGITADOR SAMSUNG DAEWOO 41CM 3619705500,640,565,342.14,530,490,551.72,487.07,294.95,456.9,422.41,AGITADOR SAMSUNG DAEWOO 41CM 3619705500
810,AGITADOR WH DIG. W10215115,1400,1240,748.57,1160,1075,1206.9,1068.97,645.32,1000,926.72,AGITADOR WH DIG. W10215115
832,AGITADOR WH FLECHA CORTA ORG,750,649.99,,0,0,646.55,560.34,,0,0,AGITADOR WH FLECHA CORTA ORG
W11564454,AGITADOR WH LAV. DIG. FLECHA CORTA W11564454 / W10531691,900,650,650,650,650,775.86,560.34,560.34,560.34,560.34,AGITADOR WH LAV. DIG. FLECHA CORTA W11564454 / W10531691
878,AGITADOR WH MODERNO 3951744,1400,1200,676.1,1100,1000,1206.9,1034.48,582.84,948.28,862.07,AGITADOR WH MODERNO 3951744
1371,"AGITADOR WH ORG PARA CABRIO W10752287, W10609480, W10834917 w10752283",1700,1600,1200,1400,1300,1465.52,1379.31,1034.48,1206.9,1120.69,"AGITADOR WH ORG PARA CABRIO W10752287, W10609480, W10834917 W10752283"
104,AISLADOR MAZA FRENO MBOL,25,15,,0,0,21.55,12.93,,0,0,AISLADOR MAZA FRENO MBOL
1621,AMORTIGUADOR LG GEN 4901ER2003A,150,54.21,36.55,47.36,47.36,129.31,46.73,31.51,40.83,40.83,AMORTIGUADOR LG GEN 4901ER2003A
1663,ANILLO BALANCEO MABE 189D1111G002,220,195,113.95,180,165,189.66,168.1,98.23,155.17,142.24,ANILLO BALANCEO MABE 189D1111G002
149,ANILLO CONICO MB SECC.,60,45,26.19,40,40,51.72,38.79,22.58,34.48,34.48,ANILLO CONICO MB SECC.
1177,ANILLO CONICO SEC. MABE OLIMPIA,40,40,25.08,35,27.61,34.48,34.48,21.62,30.17,23.8,ANILLO CONICO SEC. MABE OLIMPIA
137513300,ANILLO DESLIZADOR TAMBOR WW 131963900,360,310,,290,270,310.34,267.24,,250,232.76,ANILLO DESLIZADOR TAMBOR WW 131963900
WP21002022,ANILLO FRICCION MAYTAG ORG,260,240,139.95,215,200,224.14,206.9,120.65,185.34,172.41,ANILLO FRICCION MAYTAG ORG
21002026E,ANILLO FRICCION MY GEN.,190,140,,130,120,163.79,120.69,,112.07,103.45,ANILLO FRICCION MY GEN.
1033,ANILLO LEVA CLUTCH WH DIG.,90,60,,0,0,77.59,51.72,,0,0,ANILLO LEVA CLUTCH WH DIG.
W10083200,ANILLO RETENSOR 1 1/8 WH CAND. BUJE BRON.,100,80,50.89,70,70,86.21,68.97,43.87,60.34,60.34,ANILLO RETENSOR 1 1/8 WH CAND. BUJE BRON.
1435,ANILLO RETENSOR EMBRAGUE 390510,100,80.01,,60,50,86.21,68.97,,51.72,43.1,ANILLO RETENSOR EMBRAGUE 390510
1951,ARANDELA CONICA KRAKEN,80,65,36.18,55,50,68.97,56.03,31.19,47.41,43.1,ARANDELA CONICA KRAKEN
257,ARANDELA LAV MB,25,20,5,15,15,21.55,17.24,4.31,12.93,12.93,ARANDELA LAV MB
1165,ARANDELA MABE OLIMPIA,20,15,8.16,15,11.99,17.24,12.93,7.03,12.93,10.34,ARANDELA MABE OLIMPIA
1128,ARANDELA TINA SAMSUNG ORG.,35,35,,35,27,30.17,30.17,,30.17,23.28,ARANDELA TINA SAMSUNG ORG.
1290,"ARO TINA LAV, 10-11KG 189D1087P001",450,400,0,197.19,0,387.93,344.83,0,169.99,0,"ARO TINA LAV, 10-11KG 189D1087P001"
1999,ARO TINA LAV. WH ORG. W10821259,250,200,113.3,180,165,215.52,172.41,97.67,155.17,142.24,ARO TINA LAV. WH ORG. W10821259
1965,ARO TINA MABE KRAKEN WW01F01709 233D2245P001,200,160,58.25,130,100,172.41,137.93,50.22,112.07,86.21,ARO TINA MABE KRAKEN WW01F01709 233D2245P001
1966,ARO TINA MABE WW01L01745 233D2656P001,250,195,100,180,170,215.52,168.1,86.21,155.17,146.55,ARO TINA MABE WW01L01745 233D2656P001
285219,BALATA RECTA WH ORG,290,290,211.5,290,290,250,250,182.33,250,250,BALATA RECTA WH ORG
3934469,BALERO 6006 ORG.WH,70,55,31.21,50,45,60.34,47.41,26.91,43.1,38.79,BALERO 6006 ORG.WH
2087,BALERO 6201 NTN,50,45,28.79,40,30.31,43.1,38.79,24.82,34.48,26.13,BALERO 6201 NTN
739210357139,BALERO 6203 PFI,60,45,26.45,40,35,51.72,38.79,22.8,34.48,30.17,BALERO 6203 PFI
8057755,BALERO 6203 WH ACROS ORG,50,40,25.43,35,30,43.1,34.48,21.92,30.17,25.86,BALERO 6203 WH ACROS ORG
12444444,BALERO 6205 ETK SIRVE P/LAV,50.46,0,,0,0,43.5,0,,0,0,BALERO 6205 ETK SIRVE P/LAV
7503026414224,BALERO 6205 MABE OLIMPIA,25.59,24.96,0,23.15,23.02,22.06,21.52,0,19.96,19.84,BALERO 6205 MABE OLIMPIA
1668,BALERO AXIAL TRANS. OLIMPIA 7410469,60,55,,50,45,51.72,47.41,,43.1,38.79,BALERO AXIAL TRANS. OLIMPIA 7410469
1640,BALERO LAV FRONT 6307 WMP,250,190,59.32,95,75.9,215.52,163.79,51.14,81.9,65.43,BALERO LAV FRONT 6307 WMP
7503026414255,BALERO LAV MB 6006,60,24.37,18.45,23.53,21.93,51.72,21.01,15.91,20.28,18.91,BALERO LAV MB 6006
7503026414248,BALERO MAYTAG 6206,200,140,44.59,120,100,172.41,120.69,38.44,103.45,86.21,BALERO MAYTAG 6206
6207,BALERO NTN 6207 LAV. FRONTAL,250,230,,209.99,190,215.52,198.28,,181.03,163.79,BALERO NTN 6207 LAV. FRONTAL
6005,BALERO PARA LVADORA CABRIO WH 6005,120,110,80,100,95,103.45,94.83,68.97,86.21,81.9,BALERO PARA LVADORA CABRIO WH 6005
7503026414279,BALERO UNIDIRECCIONAL WW,98.67,95.38,51.04,89.01,83.2,85.06,82.22,44,76.73,71.72,BALERO UNIDIRECCIONAL WW
134780500,BALERO UNIDIRECCIONAL WW ORG.,600,600,481.11,600,600,517.24,517.24,414.75,517.24,517.24,BALERO UNIDIRECCIONAL WW ORG.
12001562,BALERO Y BASE MY,899.99,0,,0,0,775.85,0,,0,0,BALERO Y BASE MY
1570,BANDA 3L220 SIRVE ACROS INTERLAV 26.2CM,60,50,,45,40,51.72,43.1,,38.79,34.48,BANDA 3L220 SIRVE ACROS INTERLAV 26.2CM
390,BANDA 3L280 MARCA WMP GEN.,80,50,0,17.85,0,68.97,43.1,0,15.39,0,BANDA 3L280 MARCA WMP GEN.
1238,BANDA ACROS 1 TINA GEN W1030659,160,135,,0,0,137.93,116.38,,0,0,BANDA ACROS 1 TINA GEN W1030659
1257,BANDA ACROS 1 TINA W10306598 ORG.,160,140,,130,120,137.93,120.69,,112.07,103.45,BANDA ACROS 1 TINA W10306598 ORG.
1037,BANDA GE HOT POINT DIGITAL WH01X10353E,320,270,160.78,250,230,275.86,232.76,138.6,215.52,198.28,BANDA GE HOT POINT DIGITAL WH01X10353E
1481,BANDA LAV GE 5 VIAS 36CM 189D3909P003,220,190,,180,165,189.66,163.79,,155.17,142.24,BANDA LAV GE 5 VIAS 36CM 189D3909P003
1717,BANDA LAV MAYTAG 2 BANDAS 211124/21112 GEN,260,230,77.7,200,180,224.14,198.28,66.98,172.41,155.17,BANDA LAV MAYTAG 2 BANDAS 211124/21112 GEN
746041055844,BANDA LAV MAYTAG NEPTUNO FRONTAL 12001788,560,440,,390,340,482.76,379.31,,336.21,293.1,BANDA LAV MAYTAG NEPTUNO FRONTAL 12001788
620,BANDA LAV SM M20.5 WMP,90,60,0,18.39,0,77.59,51.72,0,15.85,0,BANDA LAV SM M20.5 WMP
1949,BANDA LAV. AMANA 35.5CM GEN,190,160,94.23,150,140,163.79,137.93,81.23,129.31,120.69,BANDA LAV. AMANA 35.5CM GEN
137051400,BANDA LAV. ELECTROLUX 137051400,395,350,,325,300,340.52,301.72,,280.17,258.62,BANDA LAV. ELECTROLUX 137051400
402,BANDA LAV. MBK,139.95,0,,0,0,120.65,0,,0,0,BANDA LAV. MBK
1990,BANDA LAV. WH. DIG. W10006384 GEN,160,145,85.27,135,125,137.93,125,73.51,116.38,107.76,BANDA LAV. WH. DIG. W10006384 GEN
1689,BANDA LAVADORA AMANA FRONTAL 8181670,550,0,,0,0,474.14,0,,0,0,BANDA LAVADORA AMANA FRONTAL 8181670
796,BANDA LG 24.6M,90,70,20.34,60,50,77.59,60.34,17.53,51.72,43.1,BANDA LG 24.6M
1716,BANDA M-19.5 SAMSUNG GEN,80,69.99,8.6,60,55,68.97,60.34,7.41,51.72,47.41,BANDA M-19.5 SAMSUNG GEN
1217,BANDA MAYTAG ORG 2 BANDAS ANTIGUA 12112425,520,450,337.1,450,425,448.28,387.93,290.6,387.93,366.38,BANDA MAYTAG ORG 2 BANDAS ANTIGUA 12112425
883049499772,BANDA MAYTAG ORG W40111201 118CM,280,250,215,235,235,241.38,215.52,185.34,202.59,202.59,BANDA MAYTAG ORG W40111201 118CM
1237,BANDA MB AMZ ORG 2115P004,180,90,27.99,60,31.1,155.17,77.59,24.13,51.72,26.81,BANDA MB AMZ ORG 2115P004
266,BANDA MBK 253C1275P001,180,130,88.8,96.23,93.26,155.17,112.07,76.55,82.96,80.4,BANDA MBK 253C1275P001
1578,BANDA MBK 253C1275P001 GEN,70,60,23.16,50,27.79,60.34,51.72,19.97,43.1,23.96,BANDA MBK 253C1275P001 GEN
WH1X2026,BANDA MOTOR LAV GE O.,160,0,,0,0,137.93,0,,0,0,BANDA MOTOR LAV GE O.
398,BANDA MOTOR LAV. MY GEN,100,100,40.73,46.55,40.73,86.21,86.21,35.11,40.13,35.11,BANDA MOTOR LAV. MY GEN
317,BANDA MOTOR MBAMOL,120,95,18.65,85,80,103.45,81.9,16.08,73.28,68.97,BANDA MOTOR MBAMOL
WP21352320,BANDA MOTOR WHMY O.,250,225,161.85,225,200,215.52,193.97,139.53,193.97,172.41,BANDA MOTOR WHMY O.
1742,BANDA MULT-V6 EJ300 VSIMTY 189D3909P002,123.44,123.44,,,,106.41,106.41,,,,BANDA MULT-V6 EJ300 VSIMTY 189D3909P002
44333301,BANDA PARA LAV. INDUSTRIAL 44333301,1660,,,,,1431.03,,,,,BANDA PARA LAV. INDUSTRIAL 44333301
W10006384,BANDA PLANA WH ORG 5 COSTILLAS W10006384,230,190,98.9,180,170,198.28,163.79,85.26,155.17,146.55,BANDA PLANA WH ORG 5 COSTILLAS W10006384
1087,BANDA SAMSUNG M21.6 ORG.,150,115,25.3,105,95,129.31,99.14,21.81,90.52,81.9,BANDA SAMSUNG M21.6 ORG.
1089,BANDA SAMSUNG ORG. M22,150,115,,105,95,129.31,99.14,,90.52,81.9,BANDA SAMSUNG ORG. M22
267,BANDA SIRVE DAEWOO M20.5,100,80,14.87,70,60,86.21,68.97,12.82,60.34,51.72,BANDA SIRVE DAEWOO M20.5
134511600,BANDA SIRVE LAV SEC ORIGINAL WW,315,310,204.63,295,280,271.55,267.24,176.41,254.31,241.38,BANDA SIRVE LAV SEC ORIGINAL WW
626,BANDA SM 21.6,100,85,15.73,75,65,86.21,73.28,13.56,64.66,56.03,BANDA SM 21.6
627,BANDA SM M20.5 CHICA,145,120,,0,0,125,103.45,,0,0,BANDA SM M20.5 CHICA
3394652,BANDA WH ORG 100 CM 3394652,450,390,350,370,370,387.93,336.21,301.72,318.97,318.97,BANDA WH ORG 100 CM 3394652
297,BANDA WW GEN. SIRVE LAV Y SEC.,120,100,31.28,90,32.08,103.45,86.21,26.97,77.59,27.66,BANDA WW GEN. SIRVE LAV Y SEC.
2251,BASE CANASTA Y ENGRANE WH GEN. W10820039,250,190,62.6,170,150,215.52,163.79,53.97,146.55,129.31,BASE CANASTA Y ENGRANE WH GEN. W10820039
883049597041,BASE CANASTA Y ENGRANE WH ORG. W10820039,490,450,295.91,450,425,422.41,387.93,255.09,387.93,366.38,BASE CANASTA Y ENGRANE WH ORG. W10820039
1807,BASE MOVIBLE SENCILLA PARA LAVADORA,220,200,180,190,180,189.66,172.41,155.17,163.79,155.17,BASE MOVIBLE SENCILLA PARA LAVADORA
LBFKEN642,BISAGRA PARA LAVADORA KENMORE WHIRLPOOL 8181642 | WP8181642,800,,,,,689.66,,,,,BISAGRA PARA LAVADORA KENMORE WHIRLPOOL 8181642 | WP8181642
1975,BISAGRA PIN LAV. MAYTAG,200,180,158.56,180,180,172.41,155.17,136.69,155.17,155.17,BISAGRA PIN LAV. MAYTAG
1426,BISAGRA POSTERIOR MAYTAG ORG 35-2044,250,250,186.89,250,250,215.52,215.52,161.11,215.52,215.52,BISAGRA POSTERIOR MAYTAG ORG 35-2044
X0046QVH6L,BISAGRA PUERTA LAV. WH. FRONTAL WP8183202,1530,1100,,1020,940,1318.97,948.28,,879.31,810.34,BISAGRA PUERTA LAV. WH. FRONTAL WP8183202
930,BLOCA PUERTA CENTRO DE LAVADO ORG. MB 2253D1098P001,550,480,226.07,445,415,474.14,413.79,194.89,383.62,357.76,BLOCA PUERTA CENTRO DE LAVADO ORG. MB 2253D1098P001
137353302,BLOCAPUERTA CENTRO DE LAVADO ELECTROLUX 137353302,1250,1120,,1050,970,1077.59,965.52,,905.17,836.21,BLOCAPUERTA CENTRO DE LAVADO ELECTROLUX 137353302
X003DV2SBN,BLOCAPUERTA ELECTROLUX 5304505231,1165,1090,,,,1004.31,939.66,,,,BLOCAPUERTA ELECTROLUX 5304505231
W10547392,BLOCAPUERTA JAGUAR GRIS CON MICRO. WH OR. W10547392,390,360,289.45,335,289.45,336.21,310.34,249.53,288.79,249.53,BLOCAPUERTA JAGUAR GRIS CON MICRO. WH OR. W10547392
6601EN1003D,BLOCAPUERTA LAV. LG 6601EN1003D,700,600,,560,520,603.45,517.24,,482.76,448.28,BLOCAPUERTA LAV. LG 6601EN1003D
EBF61674802,BLOCAPUERTA LAV. LG EBF61674802 ORG.,920,790,476.55,740,685,793.1,681.03,410.82,637.93,590.52,BLOCAPUERTA LAV. LG EBF61674802 ORG.
2169,BLOCAPUERTA LAV. LG FRONTAL EBF61674802,850,740,450.67,700,645,732.76,637.93,388.51,603.45,556.03,BLOCAPUERTA LAV. LG FRONTAL EBF61674802
2195,BLOCAPUERTA LAV. MABE KRAKEN 253C1214P001 ORG.,720,640,419.23,600,550,620.69,551.72,361.41,517.24,474.14,BLOCAPUERTA LAV. MABE KRAKEN 253C1214P001 ORG.
59,BLOCAPUERTA LAV. MBAM MDRN.,670,590,356.69,550,515,577.59,508.62,307.49,474.14,443.97,BLOCAPUERTA LAV. MBAM MDRN.
2217,BLOCAPUERTA LAV. SAMSUNG GEN DC64-02032A,490,420,251.6,390,360,422.41,362.07,216.9,336.21,310.34,BLOCAPUERTA LAV. SAMSUNG GEN DC64-02032A
W11413545,BLOCAPUERTA LAV. WH ORG W11413545,580,510,310.84,480,450,500,439.66,267.97,413.79,387.93,BLOCAPUERTA LAV. WH ORG W11413545
W10443885,BLOCAPUERTA LAV. WH. FRONTAL W10443885 ORG.,1760,1560,938.9,1450,1350,1517.24,1344.83,809.4,1250,1163.79,BLOCAPUERTA LAV. WH. FRONTAL W10443885 ORG.
7122105,BLOCAPUERTA LAVADORA MBK OR,410,390,238.13,250.31,247.3,353.45,336.21,205.28,215.78,213.19,BLOCAPUERTA LAVADORA MBK OR
X003XBS1ZP,BLOCAPUERTA MABE/GE WH08X32657,750,,,,,646.55,,,,,BLOCAPUERTA MABE/GE WH08X32657
X002GA1719,"BLOCAPUERTA MAYTAG BRAVOS XL W10787836,W10619844",1750,1630,1171.72,1560,1500,1508.62,1405.17,1010.1,1344.83,1293.1,"BLOCAPUERTA MAYTAG BRAVOS XL W10787836,W10619844"
26,BLOCAPUERTA MBA TIPO L,350,285,170.33,265,245,301.72,245.69,146.84,228.45,211.21,BLOCAPUERTA MBA TIPO L
1793,BLOCAPUERTA NEGRO 4 TERM CL WW03F00016,510,480,278.12,440,307.2,439.66,413.79,239.76,379.31,264.83,BLOCAPUERTA NEGRO 4 TERM CL WW03F00016
1577,BLOCAPUERTA SAMSUNG GEN DC64-01538B,190,160,,140,130,163.79,137.93,,120.69,112.07,BLOCAPUERTA SAMSUNG GEN DC64-01538B
1677,BLOCAPUERTA SAMSUNG GEN EBF61315802,760,670,260.66,625,580,655.17,577.59,224.71,538.79,500,BLOCAPUERTA SAMSUNG GEN EBF61315802
1075,BLOCAPUERTA TAPA LARGO WH DIG BATMAN,370,300,,270,0,318.97,258.62,,232.76,0,BLOCAPUERTA TAPA LARGO WH DIG BATMAN
2155,BLOCAPUERTA WH CABRIO GEN W11307244,580,495,314.25,460,445,500,426.72,270.91,396.55,383.62,BLOCAPUERTA WH CABRIO GEN W11307244
W11307244,BLOCAPUERTA WH CABRIO ORG w11307244,1100,1060,499.39,990,950,948.28,913.79,430.51,853.45,818.97,BLOCAPUERTA WH CABRIO ORG W11307244
963,BLOCAPUERTA WH DIG. W10744659/10238287 GEN,850,700,0,670,499.01,732.76,603.45,0,577.59,430.18,BLOCAPUERTA WH DIG. W10744659/10238287 GEN
962,BLOCAPUERTA WH DIG. W10744659/10238287 ORG,750,600,372.52,565,520,646.55,517.24,321.14,487.07,448.28,BLOCAPUERTA WH DIG. W10744659/10238287 ORG
W10153867,BLOCAPUERTA WH ORG. DIG. W10153867,2150,1980,1318.93,1890,1800,1853.45,1706.9,1137.01,1629.31,1551.72,BLOCAPUERTA WH ORG. DIG. W10153867
1187,BLOCAPUERTA WH. ORG S/MICROSWITCH GRIS W10707441,980,750,517.93,690,650,844.83,646.55,446.49,594.83,560.34,BLOCAPUERTA WH. ORG S/MICROSWITCH GRIS W10707441
WP8183270,BLOCAPUERTA WH. ORG. WP8183270,1260,1115,671.91,1040,965,1086.21,961.21,579.23,896.55,831.9,BLOCAPUERTA WH. ORG. WP8183270
W10253483,BLOCAPUERTA WHO W10253483,2000,1800,1256.16,1800,1800,1724.14,1551.72,1082.9,1551.72,1551.72,BLOCAPUERTA WHO W10253483
W11176112,BLOCAPUERTA WHO W11176112,1200,1080,647.45,1000,930,1034.48,931.03,558.15,862.07,801.72,BLOCAPUERTA WHO W11176112
137353300,BLOCAPUERTA WW 137353300 ORG,750,680,414.13,640,590,646.55,586.21,357.01,551.72,508.62,BLOCAPUERTA WW 137353300 ORG
131763256,BLOCAPUERTA WW ORG. 131763255,890,760,363.35,700,649.99,767.24,655.17,313.23,603.45,560.34,BLOCAPUERTA WW ORG. 131763255
1459,BLOCK TINA C/SUJETADOR WH DIGITAL,450,400,232,340,300,387.93,344.83,200,293.1,258.62,BLOCK TINA C/SUJETADOR WH DIGITAL
W10324651,BLOCK TINA C/SUJETADOR Y TCA KIT DIGITAL W10324651,1030,920,,850,789.99,887.93,793.1,,732.76,681.03,BLOCK TINA C/SUJETADOR Y TCA KIT DIGITAL W10324651
